,Company,-1,0,1,Series_Type
548,meetup,0.0,0.0,1.0,Series_B
549,meetup,0.0,0.0,1.0,Series_C
550,meevee,0.0,0.0,1.0,Series_B
551,meevee,0.0,0.0,1.0,Series_D
552,memento,0.0,0.0,1.0,Series_D
553,memeo,0.0,0.0,1.0,Series_B
554,memeo,0.0,0.0,1.0,Series_C
555,memsql,0.0,0.0,1.0,Series_B
556,mendix,0.0,0.0,1.0,Series_B
557,mercatormedsystems,0.0,0.0,1.0,Series_B
558,metaboli,0.0,0.0,1.0,Series_C
559,metabolon,0.0,0.0,1.0,Series_D
560,mevio,0.0,0.0,1.0,Series_A
561,mevio,0.0,0.0,1.0,Series_C
562,mig33,0.0,0.0,1.0,Series_B
563,milyoni,0.0,0.0,1.0,Series_A
564,mindmixer,0.0,0.0,1.0,Series_A
565,mindmixer,0.0,0.0,1.0,Series_C
566,misfit,1.0,0.0,0.0,Series_C
567,miso,0.0,0.0,1.0,Series_A
568,miso,0.0,0.0,1.0,Series_B
569,mixbook,0.0,0.0,1.0,Series_A
570,mixercast,0.0,0.0,1.0,Series_B
571,moat,0.0,0.0,1.0,Series_B
572,mobango,0.0,0.0,1.0,Series_B
573,moblyng,0.0,1.0,0.0,Series_A
574,moblyng,0.0,1.0,0.0,Series_C
575,mokafive,0.0,0.0,1.0,Series_B
576,mongolab,0.0,0.0,1.0,Series_A
577,moogsoft,0.0,0.0,1.0,Series_A
578,moogsoft,0.0,0.0,1.0,Series_B
579,morphlabs,0.0,0.0,1.0,Series_B
580,mosaic,0.0,0.0,1.0,Series_A
581,motionsoft,0.0,0.0,1.0,Series_B
582,movableink,0.0,0.0,1.0,Series_B
583,moz,0.0,0.0,1.0,Series_B
584,mubi,0.0,0.0,1.0,Series_D
585,mybuys,0.0,0.0,1.0,Series_B
586,mycheck,0.0,0.0,1.0,Series_A
587,mydamnchannel,0.0,0.0,1.0,Series_A
588,mydamnchannel,0.0,0.0,1.0,Series_B
589,mydocket,0.0,1.0,0.0,Series_A
590,myhealthdirect,0.0,1.0,0.0,Series_B
591,myheritage,1.0,0.0,0.0,Series_B
592,myoscience,0.0,1.0,0.0,Series_C
593,mythings,0.0,0.0,1.0,Series_C
594,mythings,0.0,0.0,1.0,Series_D
595,nabsys,0.0,0.0,1.0,Series_B
596,nabsys,0.0,0.0,1.0,Series_C
597,namely,0.0,0.0,1.0,Series_A
598,namshi,0.0,0.0,1.0,Series_C
599,nanigans,0.0,0.0,1.0,Series_B
600,nanomech,0.0,0.0,1.0,Series_B
601,nantero,0.0,0.0,1.0,Series_C
602,natera,1.0,0.0,0.0,Series_B
603,nationbuilder,0.0,0.0,1.0,Series_A
604,naturebox,0.0,0.0,1.0,Series_A
605,naurex,0.0,1.0,0.0,Series_A
606,naurex,0.0,1.0,0.0,Series_B
607,navigenics,0.0,0.0,1.0,Series_C
608,neatorobotics,0.0,0.0,1.0,Series_B
609,neatorobotics,0.0,0.0,1.0,Series_C
610,neatorobotics,0.0,0.0,1.0,Series_D
611,nebula,0.0,0.0,1.0,Series_A
612,nebula,0.0,0.0,1.0,Series_B
613,netpulse,0.0,0.0,1.0,Series_B
614,newlans,0.0,0.0,1.0,Series_B
615,newscred,0.0,0.0,1.0,Series_B
616,nextbio,0.0,0.0,1.0,Series_B
617,nextdocs,0.0,0.0,1.0,Series_C
618,nextstepliving,0.0,0.0,1.0,Series_B
619,nimblestorage,0.0,0.0,1.0,Series_B
620,ninepointmedical,0.0,0.0,1.0,Series_A
621,ninepointmedical,0.0,0.0,1.0,Series_B
622,noknoklabs,0.0,0.0,1.0,Series_A
623,noknoklabs,0.0,0.0,1.0,Series_C
624,nomadesk,0.0,0.0,1.0,Series_A
625,nomadesk,0.0,0.0,1.0,Series_B
626,nonprofiteasy,0.0,1.0,0.0,Series_A
627,notonthehighstreet,0.0,0.0,1.0,Series_C
628,novinda,0.0,1.0,0.0,Series_C
629,novomer,0.0,0.0,1.0,Series_B
630,nowait,0.0,0.0,1.0,Series_A
631,nowait,0.0,0.0,1.0,Series_B
632,nxthera,0.0,1.0,0.0,Series_B
633,odesk,0.0,0.0,1.0,Series_A
634,odesk,0.0,0.0,1.0,Series_D
635,olacabs,0.0,0.0,1.0,Series_A
636,olacabs,0.0,0.0,1.0,Series_C
637,oligomerix,0.0,0.0,1.0,Series_A
638,olx,0.0,1.0,0.0,Series_A
639,onefinestay,0.0,0.0,1.0,Series_A
640,oneriot,0.0,0.0,1.0,Series_B
641,onshape,0.0,0.0,1.0,Series_A
642,oodle,0.0,0.0,1.0,Series_A
643,openbravo,0.0,1.0,0.0,Series_B
644,opengamma,0.0,0.0,1.0,Series_A
645,openq,0.0,0.0,1.0,Series_B
646,openroadintegratedmedia,0.0,1.0,0.0,Series_B
647,openroadintegratedmedia,0.0,1.0,0.0,Series_C
648,openx,0.0,0.0,1.0,Series_A
649,openx,0.0,0.0,1.0,Series_D
650,openxchange,1.0,0.0,0.0,Series_A
651,opgen,0.0,0.0,1.0,Series_B
652,opposingviews,0.0,0.0,1.0,Series_B
653,optier,0.0,1.0,0.0,Series_B
654,optier,0.0,1.0,0.0,Series_C
655,optify,0.0,0.0,1.0,Series_B
656,optimal,0.0,0.0,1.0,Series_A
657,optimizely,0.0,0.0,1.0,Series_A
658,optoro,0.0,0.0,1.0,Series_A
659,orbotix,0.0,0.0,1.0,Series_A
660,ortivawireless,0.0,1.0,0.0,Series_B
661,ortivawireless,0.0,1.0,0.0,Series_C
662,outbrain,0.0,0.0,1.0,Series_C
663,outspark,0.0,0.0,1.0,Series_A
664,ovascience,0.0,0.0,1.0,Series_B
665,overtone,0.0,0.0,1.0,Series_C
666,overturenetworks,0.0,0.0,1.0,Series_D
667,panaya,0.0,0.0,1.0,Series_B
668,panzura,0.0,0.0,1.0,Series_A
669,panzura,0.0,0.0,1.0,Series_B
670,parature,0.0,0.0,1.0,Series_A
671,parkwhiz,0.0,0.0,1.0,Series_A
672,paydiant,0.0,0.0,1.0,Series_A
673,paydiant,0.0,0.0,1.0,Series_C
674,payoneer,0.0,0.0,1.0,Series_B
675,peakgames,0.0,0.0,1.0,Series_A
676,peel,0.0,0.0,1.0,Series_B
677,pelago,0.0,1.0,0.0,Series_A
678,peloton,0.0,0.0,1.0,Series_A
679,peloton,0.0,0.0,1.0,Series_C
680,pepperdata,0.0,0.0,1.0,Series_B
681,perceptis,1.0,0.0,0.0,Series_B
682,perfectmarket,0.0,0.0,1.0,Series_C
683,perfectomobile,0.0,0.0,1.0,Series_A
684,perfectserve,0.0,1.0,0.0,Series_A
685,petflow,0.0,0.0,1.0,Series_A
686,petrasolar,0.0,0.0,1.0,Series_B
687,pexcard,0.0,0.0,1.0,Series_B
688,philo,0.0,0.0,1.0,Series_B
689,phishme,0.0,0.0,1.0,Series_B
690,phononicdevices,1.0,0.0,0.0,Series_C
691,phunware,0.0,0.0,1.0,Series_A
692,piazza,0.0,0.0,1.0,Series_B
693,pixable,0.0,0.0,1.0,Series_A
694,placed,0.0,0.0,1.0,Series_B
695,placeiq,0.0,0.0,1.0,Series_A
696,plasticjungle,0.0,0.0,1.0,Series_B
697,plastiq,0.0,0.0,1.0,Series_B
698,plastyc,0.0,0.0,1.0,Series_B
699,platfora,0.0,0.0,1.0,Series_A
700,playerx,0.0,0.0,1.0,Series_B
701,playfirst,1.0,0.0,0.0,Series_C
702,pley,0.0,1.0,0.0,Series_B
703,plumgrid,0.0,0.0,1.0,Series_B
704,pocket,0.0,0.0,1.0,Series_A
705,pocket,0.0,0.0,1.0,Series_B
706,polyera,0.0,0.0,1.0,Series_C
707,polyvore,0.0,0.0,1.0,Series_A
708,popularmedia,0.0,0.0,1.0,Series_C
709,poshmark,0.0,1.0,0.0,Series_A
710,poshmark,0.0,1.0,0.0,Series_C
711,power2sme,0.0,0.0,1.0,Series_C
712,powerhousedynamics,0.0,0.0,1.0,Series_A
713,premise,0.0,0.0,1.0,Series_B
714,prestashop,0.0,0.0,1.0,Series_B
715,profitably,0.0,0.0,1.0,Series_B
716,promosome,0.0,1.0,0.0,Series_B
717,pronutria,0.0,0.0,1.0,Series_B
718,propelfuels,1.0,0.0,0.0,Series_C
719,prospx,0.0,0.0,1.0,Series_A
720,prospx,0.0,0.0,1.0,Series_B
721,protonmedia,0.0,0.0,1.0,Series_B
722,protonmedia,0.0,0.0,1.0,Series_C
723,providertrust,0.0,0.0,1.0,Series_B
724,pubmatic,0.0,0.0,1.0,Series_B
725,pubmatic,0.0,0.0,1.0,Series_C
726,puppetlabs,0.0,0.0,1.0,Series_B
727,purecars,0.0,1.0,0.0,Series_B
728,qdvision,0.0,0.0,1.0,Series_B
729,qosmos,0.0,0.0,1.0,Series_C
730,qteros,0.0,0.0,1.0,Series_B
731,quadlearning,0.0,0.0,1.0,Series_B
732,qualvu,0.0,0.0,1.0,Series_B
733,quantance,0.0,1.0,0.0,Series_B
734,quantcast,0.0,0.0,1.0,Series_B
735,quantcast,0.0,0.0,1.0,Series_C
736,quantiamd,0.0,0.0,1.0,Series_A
737,quantopian,0.0,0.0,1.0,Series_A
738,quantopian,0.0,0.0,1.0,Series_B
739,quickoffice,0.0,0.0,1.0,Series_A
740,quofore,0.0,0.0,1.0,Series_A
741,quofore,0.0,0.0,1.0,Series_B
742,radiumone,0.0,0.0,1.0,Series_A
743,rapport,0.0,0.0,1.0,Series_A
744,reachable,0.0,0.0,1.0,Series_A
745,realmatch,0.0,0.0,1.0,Series_A
746,realmatch,0.0,0.0,1.0,Series_C
747,recommind,0.0,0.0,1.0,Series_C
748,recyclebank,0.0,0.0,1.0,Series_B
749,red5studios,0.0,1.0,0.0,Series_A
750,redbrickhealth,0.0,0.0,1.0,Series_C
751,redfin,0.0,0.0,1.0,Series_A
752,redmart,0.0,0.0,1.0,Series_B
753,redux,0.0,0.0,1.0,Series_A
754,redux,0.0,0.0,1.0,Series_B
755,reflexsystems,0.0,0.0,1.0,Series_B
756,remind,0.0,0.0,1.0,Series_A
757,remind,0.0,0.0,1.0,Series_B
758,renmatix,0.0,0.0,1.0,Series_C
759,respiratorymotion,1.0,0.0,0.0,Series_A
760,respiratorymotion,1.0,0.0,0.0,Series_C
761,restorando,0.0,0.0,1.0,Series_B
762,retrevo,0.0,1.0,0.0,Series_B
763,retrofit,0.0,0.0,1.0,Series_A
764,retrofit,0.0,0.0,1.0,Series_B
765,reveal,0.0,0.0,1.0,Series_B
766,reverbnation,0.0,0.0,1.0,Series_A
767,reverbnation,0.0,0.0,1.0,Series_B
768,revision3,0.0,1.0,0.0,Series_A
769,revision3,0.0,1.0,0.0,Series_B
770,rheonix,0.0,0.0,1.0,Series_A
771,richrelevance,0.0,0.0,1.0,Series_B
772,ridecharge,0.0,0.0,1.0,Series_B
773,ridemakerz,1.0,0.0,0.0,Series_A
774,rightscale,0.0,0.0,1.0,Series_B
775,rightscale,0.0,0.0,1.0,Series_D
776,ringrevenue,0.0,0.0,1.0,Series_C
777,roblox,0.0,0.0,1.0,Series_B
778,rockmelt,1.0,0.0,0.0,Series_A
779,rockmelt,1.0,0.0,0.0,Series_B
780,room77,0.0,0.0,1.0,Series_C
781,routehappy,0.0,0.0,1.0,Series_B
782,rouxbe,0.0,0.0,1.0,Series_A
783,sailthru,0.0,0.0,1.0,Series_C
784,sakti3,0.0,0.0,1.0,Series_A
785,sample6,0.0,0.0,1.0,Series_A
786,samsoft,0.0,1.0,0.0,Series_B
787,scalecomputing,0.0,0.0,1.0,Series_A
788,scalecomputing,0.0,0.0,1.0,Series_B
789,scalecomputing,0.0,0.0,1.0,Series_D
790,scalextreme,0.0,1.0,0.0,Series_B
791,scality,0.0,0.0,1.0,Series_C
792,schoology,0.0,0.0,1.0,Series_A
793,scienergy,0.0,1.0,0.0,Series_B
794,scientificconservation,0.0,0.0,1.0,Series_C
795,scribd,0.0,0.0,1.0,Series_A
796,seatwave,0.0,0.0,1.0,Series_A
797,seatwave,0.0,0.0,1.0,Series_C
798,secret,0.0,0.0,1.0,Series_B
799,selectablemedia,0.0,0.0,1.0,Series_A
800,sendhub,0.0,0.0,1.0,Series_A
801,sendio,0.0,0.0,1.0,Series_A
802,sendme,0.0,0.0,1.0,Series_A
803,sentilla,0.0,1.0,0.0,Series_A
804,sequella,1.0,0.0,0.0,Series_A
805,sequenta,0.0,1.0,0.0,Series_B
806,sequenta,0.0,1.0,0.0,Series_C
807,sereshealth,0.0,0.0,1.0,Series_B
808,sermo,0.0,0.0,1.0,Series_C
809,sgbiofuels,0.0,0.0,1.0,Series_C
810,shapeup,0.0,0.0,1.0,Series_B
811,sharethis,0.0,0.0,1.0,Series_B
812,shoesofprey,0.0,0.0,1.0,Series_B
813,shopigniter,0.0,0.0,1.0,Series_A
814,sialix,1.0,0.0,0.0,Series_A
815,sialix,1.0,0.0,0.0,Series_B
816,siftscience,0.0,0.0,1.0,Series_A
817,siftscience,0.0,0.0,1.0,Series_B
818,signostics,0.0,1.0,0.0,Series_A
819,signostics,0.0,1.0,0.0,Series_B
820,silvertailsystems,1.0,0.0,0.0,Series_B
821,simpleenergy,1.0,0.0,0.0,Series_A
822,simpleenergy,1.0,0.0,0.0,Series_B
823,simplilearn,0.0,1.0,0.0,Series_A
824,simplyhired,0.0,0.0,1.0,Series_C
825,sipx,0.0,0.0,1.0,Series_A
826,sittercity,0.0,0.0,1.0,Series_B
827,sittercity,0.0,0.0,1.0,Series_C
828,skyboximaging,0.0,0.0,1.0,Series_B
829,skyboximaging,0.0,0.0,1.0,Series_C
830,skyhighnetworks,0.0,0.0,1.0,Series_B
831,skyhook,0.0,1.0,0.0,Series_C
832,slack,0.0,0.0,1.0,Series_C
833,smartling,0.0,0.0,1.0,Series_B
834,smartling,0.0,0.0,1.0,Series_C
835,smartling,0.0,0.0,1.0,Series_D
836,smartlunches,0.0,0.0,1.0,Series_B
837,smartrecruiters,0.0,0.0,1.0,Series_A
838,smartsheet,0.0,0.0,1.0,Series_C
839,smartsheet,0.0,0.0,1.0,Series_D
840,snapeee,0.0,0.0,1.0,Series_C
841,socialflow,0.0,0.0,1.0,Series_A
842,socialpoint,0.0,0.0,1.0,Series_B
843,socialpoint,0.0,0.0,1.0,Series_C
844,socialtext,0.0,0.0,1.0,Series_A
845,socialtext,0.0,0.0,1.0,Series_B
846,socrata,0.0,0.0,1.0,Series_B
847,sodahead,0.0,0.0,1.0,Series_A
848,sodahead,0.0,0.0,1.0,Series_B
849,solarjunction,0.0,0.0,1.0,Series_A
850,solidfire,0.0,0.0,1.0,Series_C
851,soluto,0.0,0.0,1.0,Series_B
852,soonr,0.0,0.0,1.0,Series_A
853,soonr,0.0,0.0,1.0,Series_D
854,sosh,0.0,0.0,1.0,Series_B
855,spaceclaim,0.0,0.0,1.0,Series_B
856,spacecurve,0.0,0.0,1.0,Series_A
857,spacecurve,0.0,0.0,1.0,Series_B
858,spanning,0.0,0.0,1.0,Series_A
859,spanning,0.0,0.0,1.0,Series_B
860,sparkcentral,0.0,0.0,1.0,Series_B
861,speeddate,0.0,1.0,0.0,Series_A
862,spigit,0.0,0.0,1.0,Series_C
863,spineguard,0.0,1.0,0.0,Series_B
864,spireglobal,0.0,0.0,1.0,Series_A
865,spireglobal,0.0,0.0,1.0,Series_B
866,splashtop,0.0,0.0,1.0,Series_D
867,splunk,0.0,0.0,1.0,Series_B
868,spongecell,0.0,0.0,1.0,Series_B
869,spredfast,0.0,0.0,1.0,Series_A
870,sprig,0.0,0.0,1.0,Series_B
871,stackdriver,0.0,1.0,0.0,Series_A
872,startwire,0.0,0.0,1.0,Series_B
873,starwindsoftware,0.0,1.0,0.0,Series_B
874,steelhouse,0.0,0.0,1.0,Series_B
875,stentys,0.0,1.0,0.0,Series_A
876,stitchlabs,0.0,0.0,1.0,Series_B
877,storsimple,0.0,1.0,0.0,Series_A
878,streetline,0.0,0.0,1.0,Series_B
879,strikeiron,0.0,0.0,1.0,Series_C
880,strongmail,0.0,0.0,1.0,Series_C
881,strongmail,0.0,0.0,1.0,Series_D
882,stumbleupon,0.0,0.0,1.0,Series_B
883,stylistpick,0.0,0.0,1.0,Series_B
884,suncatalytix,1.0,0.0,0.0,Series_C
885,sundaysky,0.0,1.0,0.0,Series_A
886,superpedestrian,0.0,0.0,1.0,Series_B
887,supplyframe,0.0,0.0,1.0,Series_A
888,supplyframe,0.0,0.0,1.0,Series_B
889,surfair,0.0,0.0,1.0,Series_B
890,surgiquest,0.0,0.0,1.0,Series_B
891,surgiquest,0.0,0.0,1.0,Series_C
892,swaptree,0.0,0.0,1.0,Series_B
893,sweetlabs,0.0,0.0,1.0,Series_B
894,syapse,0.0,0.0,1.0,Series_A
895,symplified,0.0,0.0,1.0,Series_A
896,sympoz,0.0,0.0,1.0,Series_B
897,synack,0.0,0.0,1.0,Series_B
898,t2biosystems,0.0,1.0,0.0,Series_C
899,t2biosystems,0.0,1.0,0.0,Series_D
900,takelessons,0.0,0.0,1.0,Series_A
901,takelessons,0.0,0.0,1.0,Series_B
902,tangohealth,0.0,0.0,1.0,Series_C
903,tapinfluence,0.0,0.0,1.0,Series_A
904,tapjoy,0.0,0.0,1.0,Series_A
905,tapjoy,0.0,0.0,1.0,Series_D
906,targetspot,0.0,0.0,1.0,Series_B
907,targetspot,0.0,0.0,1.0,Series_C
908,tastemade,0.0,0.0,1.0,Series_A
909,tellapart,0.0,0.0,1.0,Series_A
910,tellapart,0.0,0.0,1.0,Series_B
911,telltalegames,0.0,0.0,1.0,Series_B
912,telltalegames,0.0,0.0,1.0,Series_C
913,tempopayments,0.0,0.0,1.0,Series_B
914,teneros,0.0,1.0,0.0,Series_B
915,tenxer,0.0,0.0,1.0,Series_A
916,tenxer,0.0,0.0,1.0,Series_B
917,teradici,0.0,0.0,1.0,Series_B
918,terascala,0.0,1.0,0.0,Series_B
919,terrafugia,0.0,1.0,0.0,Series_A
920,tervela,0.0,0.0,1.0,Series_C
921,theclymb,0.0,0.0,1.0,Series_B
922,themadvideo,0.0,0.0,1.0,Series_B
923,theravectys,0.0,1.0,0.0,Series_C
924,theravectys,0.0,1.0,0.0,Series_D
925,thereceivablesexchange,0.0,0.0,1.0,Series_B
926,thinkingphones,0.0,0.0,1.0,Series_B
927,thinkingphones,0.0,0.0,1.0,Series_C
928,thinkvine,0.0,0.0,1.0,Series_C
929,thismoment,0.0,0.0,1.0,Series_A
930,thisnext,0.0,0.0,1.0,Series_B
931,thredup,0.0,0.0,1.0,Series_B
932,ticketbis,0.0,0.0,1.0,Series_D
933,tidemark,0.0,0.0,1.0,Series_A
934,tidemark,0.0,0.0,1.0,Series_C
935,tidemark,0.0,0.0,1.0,Series_D
936,tigertext,0.0,1.0,0.0,Series_A
937,tilt,0.0,0.0,1.0,Series_B
938,tinyco,0.0,0.0,1.0,Series_B
939,tipsolutions,0.0,0.0,1.0,Series_B
940,tophat,0.0,0.0,1.0,Series_A
941,topschool,0.0,0.0,1.0,Series_B
942,topschool,0.0,0.0,1.0,Series_C
943,toptenreviews,0.0,0.0,1.0,Series_A
944,toptenreviews,0.0,0.0,1.0,Series_B
945,totalimmersion,0.0,0.0,1.0,Series_D
946,touchtype,0.0,0.0,1.0,Series_A
947,touchtype,0.0,0.0,1.0,Series_B
948,trada,0.0,0.0,1.0,Series_A
949,trada,0.0,0.0,1.0,Series_C
950,tradesy,0.0,0.0,1.0,Series_A
951,tradesy,0.0,0.0,1.0,Series_B
952,transferwise,0.0,0.0,1.0,Series_B
953,transferwise,0.0,0.0,1.0,Series_C
954,transgenomic,0.0,0.0,1.0,Series_B
955,travelmuse,0.0,0.0,1.0,Series_B
956,travelshark,1.0,0.0,0.0,Series_A
957,treehouse,0.0,0.0,1.0,Series_A
958,treehouse,0.0,0.0,1.0,Series_B
959,trendyol,0.0,1.0,0.0,Series_B
960,trialreach,0.0,0.0,1.0,Series_A
961,tricipher,0.0,0.0,1.0,Series_B
962,trifacta,0.0,0.0,1.0,Series_A
963,trifacta,0.0,0.0,1.0,Series_C
964,truviso,0.0,0.0,1.0,Series_A
965,tumri,0.0,1.0,0.0,Series_A
966,tunewiki,0.0,0.0,1.0,Series_A
967,turnhere,0.0,0.0,1.0,Series_A
968,twice,0.0,0.0,1.0,Series_B
969,twinstrata,0.0,0.0,1.0,Series_B
970,twistbioscience,0.0,0.0,1.0,Series_A
971,twistbioscience,0.0,0.0,1.0,Series_B
972,txteagle,0.0,0.0,1.0,Series_A
973,ubidyne,0.0,1.0,0.0,Series_B
974,ucirrus,0.0,1.0,0.0,Series_B
975,ucirrus,0.0,1.0,0.0,Series_C
976,ugobe,0.0,1.0,0.0,Series_B
977,ugobe,0.0,1.0,0.0,Series_C
978,unboundid,0.0,0.0,1.0,Series_A
979,unigo,0.0,0.0,1.0,Series_B
980,unigo,0.0,0.0,1.0,Series_C
981,untangle,0.0,0.0,1.0,Series_B
982,updatelogic,0.0,0.0,1.0,Series_B
983,uptake,0.0,0.0,1.0,Series_A
984,utilidata,0.0,0.0,1.0,Series_B
985,valentx,0.0,1.0,0.0,Series_B
986,vapotherm,0.0,0.0,1.0,Series_A
987,vapotherm,0.0,0.0,1.0,Series_B
988,velomedix,1.0,0.0,0.0,Series_A
989,veracyte,0.0,0.0,1.0,Series_C
990,verastem,0.0,1.0,0.0,Series_B
991,verdasys,0.0,0.0,1.0,Series_D
992,veriteq,1.0,0.0,0.0,Series_C
993,verivosoftware,0.0,0.0,1.0,Series_C
994,verivosoftware,0.0,0.0,1.0,Series_D
995,vertoanalytics,0.0,0.0,1.0,Series_A
996,vervemobile,0.0,0.0,1.0,Series_C
997,vestaron,0.0,1.0,0.0,Series_C
998,vhx,0.0,0.0,1.0,Series_A
999,vhx,0.0,0.0,1.0,Series_B
1000,viadeo,0.0,0.0,1.0,Series_A
1001,viadeo,0.0,0.0,1.0,Series_B
1002,viewdle,0.0,0.0,1.0,Series_A
1003,viewfinity,0.0,1.0,0.0,Series_B
1004,viewfinity,0.0,1.0,0.0,Series_C
1005,viki,0.0,0.0,1.0,Series_A
1006,vindicia,0.0,0.0,1.0,Series_A
1007,viridityenergy,0.0,0.0,1.0,Series_B
1008,virobay,0.0,1.0,0.0,Series_B
1009,virtualcomputer,0.0,0.0,1.0,Series_A
1010,virtualcomputer,0.0,0.0,1.0,Series_B
1011,virtualinstruments,0.0,0.0,1.0,Series_A
1012,virtualinstruments,0.0,0.0,1.0,Series_B
1013,virtualinstruments,0.0,0.0,1.0,Series_D
1014,virtuoz,0.0,0.0,1.0,Series_A
1015,visagemobile,0.0,0.0,1.0,Series_B
1016,visier,0.0,0.0,1.0,Series_B
1017,visiquate,0.0,0.0,1.0,Series_C
1018,visualiq,0.0,0.0,1.0,Series_B
1019,vivox,0.0,0.0,1.0,Series_B
1020,vobile,0.0,0.0,1.0,Series_A
1021,vocalocity,0.0,0.0,1.0,Series_B
1022,voltdb,0.0,0.0,1.0,Series_B
1023,vovici,0.0,0.0,1.0,Series_B
1024,vringo,0.0,1.0,0.0,Series_A
1025,vts,0.0,0.0,1.0,Series_A
1026,vuclip,0.0,0.0,1.0,Series_C
1027,vuclip,0.0,0.0,1.0,Series_D
1028,wanova,0.0,0.0,1.0,Series_A
1029,watchdox,0.0,1.0,0.0,Series_B
1030,wattpad,0.0,0.0,1.0,Series_A
1031,wayin,0.0,0.0,1.0,Series_B
1032,wayin,0.0,0.0,1.0,Series_C
1033,weplay,0.0,1.0,0.0,Series_A
1034,whoop,1.0,0.0,0.0,Series_B
1035,whosay,0.0,0.0,1.0,Series_C
1036,wibidata,0.0,0.0,1.0,Series_A
1037,wickr,0.0,0.0,1.0,Series_A
1038,widgetbox,0.0,0.0,1.0,Series_B
1039,wikinvest,1.0,0.0,0.0,Series_A
1040,wispry,0.0,1.0,0.0,Series_A
1041,wispry,0.0,1.0,0.0,Series_C
1042,wize,0.0,0.0,1.0,Series_B
1043,wochit,0.0,0.0,1.0,Series_A
1044,wooga,0.0,0.0,1.0,Series_A
1045,workflexsolutions,1.0,0.0,0.0,Series_B
1046,workmarket,0.0,0.0,1.0,Series_B
1047,worktopia,1.0,0.0,0.0,Series_A
1048,worktopia,1.0,0.0,0.0,Series_B
1049,wrapmedia,0.0,0.0,1.0,Series_B
1050,xactly,0.0,0.0,1.0,Series_C
1051,xagenic,0.0,0.0,1.0,Series_A
1052,xamarin,0.0,0.0,1.0,Series_A
1053,xamarin,0.0,0.0,1.0,Series_B
1054,xamarin,0.0,0.0,1.0,Series_C
1055,xaware,0.0,0.0,1.0,Series_B
1056,xeround,0.0,0.0,1.0,Series_C
1057,xhale,0.0,0.0,1.0,Series_B
1058,xkoto,0.0,1.0,0.0,Series_B
1059,xkoto,0.0,1.0,0.0,Series_C
1060,xlerant,0.0,1.0,0.0,Series_C
1061,xunlight,0.0,0.0,1.0,Series_B
1062,yashi,1.0,0.0,0.0,Series_A
1063,ycdmultimedia,0.0,0.0,1.0,Series_C
1064,yext,0.0,0.0,1.0,Series_C
1065,yieldbuild,0.0,0.0,1.0,Series_B
1066,yipit,0.0,0.0,1.0,Series_A
1067,yola,0.0,0.0,1.0,Series_B
1068,yoolink,0.0,0.0,1.0,Series_B
1069,yottaa,0.0,0.0,1.0,Series_A
1070,yottamark,0.0,0.0,1.0,Series_B
1071,yottamark,0.0,0.0,1.0,Series_C
1072,yottamark,0.0,0.0,1.0,Series_D
1073,yume,0.0,0.0,1.0,Series_A
1074,zanbato,0.0,0.0,1.0,Series_A
1075,zeachem,0.0,1.0,0.0,Series_C
1076,zecco,0.0,0.0,1.0,Series_B
1077,zefr,0.0,0.0,1.0,Series_A
1078,zenoss,0.0,0.0,1.0,Series_B
1079,zerto,0.0,0.0,1.0,Series_B
1080,zerto,0.0,0.0,1.0,Series_D
1081,zettaset,0.0,0.0,1.0,Series_A
1082,zhihu,0.0,0.0,1.0,Series_B
1083,zignallabs,0.0,0.0,1.0,Series_B
1084,zillow,0.0,0.0,1.0,Series_B
1085,zillow,0.0,0.0,1.0,Series_C
1086,zocdoc,0.0,0.0,1.0,Series_A
1087,zocdoc,0.0,0.0,1.0,Series_B
1088,zoosk,0.0,0.0,1.0,Series_C
1089,zoove,0.0,0.0,1.0,Series_A
1090,zooz,0.0,0.0,1.0,Series_A
1091,zuberance,0.0,0.0,1.0,Series_A
1092,zumigo,0.0,1.0,0.0,Series_A
1093,zymesolutions,0.0,1.0,0.0,Series_A
1094,zymeworks,0.0,1.0,0.0,Series_D
1095,zyncro,0.0,0.0,1.0,Series_B
